start: 
Current Time = 04:38:56
------------------------------------------------------------------
Dataset: perth.csv
Normalization used is StandardScaler
Dataset total size after normalization: (26510, 9)
Train/test division is 70/30
RANDOM FOREST LOGS WITH FOLLOWING PARAMS:
{'n_estimators': [50, 100, 250, 500], 'max_features': ['auto', 'sqrt', 'log2', None], 'max_depth': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}
Starting search for best params: 
Current Time = 04:38:56
Best params were the following:
Current Time = 05:57:59
{'max_depth': 14, 'max_features': 'auto', 'n_estimators': 500}
Applying prediction with the params...
!!!!!!!!!!!!!!!!!!!!!!!!!!!True vs Preds!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
[269010.] --- 388152.8976834284
[567000.] --- 604083.6094817705
[315000.] --- 329854.9878660331
[450450.] --- 296362.4654787979
[267750.] --- 293304.62309357565
[199395.] --- 195043.1325581198
[243810.] --- 256125.4686700034
[226800.] --- 258284.51026049076
[352800.] --- 284747.8932602379
[245700.] --- 259815.7499423873
[302400.] --- 311065.7363316607
[291060.] --- 325543.81050579133
[233100.] --- 223772.39756724142
[630000.] --- 556377.0061144322
[507150.] --- 514523.0192324896
[170100.] --- 237295.05708851086
[315000.] --- 233253.963880707
[529200.] --- 530124.7830126834
[434700.] --- 447781.60236921965
[573300.] --- 601498.7895788347
[239400.] --- 227297.09054332244
[630000.] --- 571396.3061998524
[270900.] --- 279868.6553917542
[422100.] --- 436155.2532007467
[371700.] --- 317556.8722944791
[693000.] --- 578231.8908295884
[292950.] --- 349017.32791127753
[611100.] --- 540624.4187188176
[308700.] --- 296874.3344346702
[340200.] --- 394112.1517614997
[456750.] --- 424523.29369864083
[661500.] --- 402535.6726436604
[541800.] --- 425908.9606171014
[301770.] --- 358442.78159820917
[510300.] --- 479786.6231633432
[245700.] --- 275042.2247689757
[280350.] --- 291997.8046289182
[189000.] --- 250912.5399831081
[276570.] --- 247893.04460879986
[378000.] --- 352555.3718141721
[519750.] --- 422773.9065624431
[214200.] --- 253357.66066804275
[91791.] --- 94548.10890000004
[338310.] --- 280939.3553304104
[500850.] --- 431973.12805696996
[204750.] --- 242798.7532700537
[478800.] --- 536180.1450230638
[283500.] --- 259103.2575662852
[614250.] --- 653251.7961276814
[513450.] --- 418709.26486042683
[315000.] --- 362262.9944728407
[189630.] --- 219004.0565312922
[407925.] --- 366752.655354381
[289800.] --- 291896.49852423515
[315000.] --- 352504.38797592424
[453600.] --- 482049.608579043
[598815.] --- 524481.1478977507
[724500.] --- 550216.5607512958
[179550.] --- 153343.5737826851
[604800.] --- 554915.4989099521
[604800.] --- 639437.5113925013
[245070.] --- 217406.45039219543
[428400.] --- 455947.2544014159
[520380.] --- 579290.0342960021
[270900.] --- 257854.30427029787
[787500.] --- 715522.5551710145
[422100.] --- 411988.79733891174
[189000.] --- 322994.38771332987
[362250.] --- 409224.1781828601
[302400.] --- 345065.23919221124
[207900.] --- 262347.1130711698
[243180.] --- 365679.0179836686
[289800.] --- 312495.1989538626
[434700.] --- 556338.8715518296
[176400.] --- 191220.28591313423
[333900.] --- 329801.1210607486
[359100.] --- 345296.6253187848
[349650.] --- 318256.1343177318
[321300.] --- 309871.5096553725
[567000.] --- 553796.4658607648
[491400.] --- 568381.0548931031
[329175.] --- 393861.6022450519
[255150.] --- 246773.47092002857
[242550.] --- 225420.6662228187
[535500.] --- 515295.6144462579
[393750.] --- 362966.02725738194
[522900.] --- 509665.4516394409
[245700.] --- 175948.45437598196
[315000.] --- 386636.0074074733
[151200.] --- 213159.61735291537
[414540.] --- 422691.2637777158
[195300.] --- 221021.06763153424
[288540.] --- 270653.7080055718
[111288.87] --- 267481.83734542
[197820.] --- 225859.81471274915
[472500.] --- 546804.4701518103
[407925.] --- 431702.03130057844
[497700.] --- 576968.9595674874
[387450.] --- 387626.2238707425
[135450.] --- 247430.87522030776
[242550.] --- 296101.2460706935
[297675.] --- 284320.9062400748
[384300.] --- 324200.9779309124
[201600.] --- 238253.59198913173
[523530.] --- 601125.3397929687
[352800.] --- 457437.5494342251
[214200.] --- 242363.98079718658
[538650.] --- 584819.2249341974
[126000.] --- 127712.37507036085
[324450.] --- 290750.87315215485
[204750.] --- 212909.56060048667
[263340.] --- 311261.8266398353
[146160.] --- 163980.74468845795
[693000.] --- 618951.2597719198
[434700.] --- 438198.62675753987
[362250.] --- 291610.68264320627
[267750.] --- 305857.06532498135
[407295.] --- 407866.04840070574
[261450.] --- 232164.83392316985
[280350.] --- 253227.40342556124
[367290.] --- 291800.6416149735
[355950.] --- 339754.2233127582
[409500.] --- 332361.14128155314
[264600.] --- 255570.52074311636
[261450.] --- 236104.9038706313
[236250.] --- 197333.1303348819
[286650.] --- 263915.00783537305
[289800.] --- 288893.7626652577
[176400.] --- 189864.947641195
[330750.] --- 375670.0361177975
[302400.] --- 311027.7840056279
[242550.] --- 249679.21052861906
[661500.] --- 584520.4050623688
[677250.] --- 560334.750076074
[151200.] --- 237694.73732092718
[547470.] --- 516630.99533827207
[352800.] --- 428596.5836603799
[425250.] --- 388050.590002406
[264600.] --- 291345.2982036746
[185850.] --- 222951.96802479558
[201600.] --- 208937.83563701803
[305550.] --- 300657.0550257845
[503370.] --- 580694.838375648
[229950.] --- 271926.10660885007
[185850.] --- 358895.18737238203
[309960.] --- 347617.590493847
[327600.] --- 303641.73716578644
[275310.] --- 332342.6923393041
[346500.] --- 314555.7516710796
[400050.] --- 341230.4031029549
[302400.] --- 345919.32800591737
[803250.] --- 578896.4052620974
[135450.] --- 330212.5447256067
[126000.] --- 199573.83614433501
[491400.] --- 421788.2428129239
[346500.] --- 284046.7568074085
[314370.] --- 366554.74647784105
[302400.] --- 448182.3733251004
[381150.] --- 429564.7254607074
[157500.] --- 155534.15404004345
[242550.] --- 296937.7712831356
[490770.] --- 415329.1122901008
[368550.] --- 360462.90340032586
[535500.] --- 543902.8427997279
[189000.] --- 250645.64364002983
[574875.] --- 504903.7120606007
[321300.] --- 329918.7670261494
[396900.] --- 528166.7632164598
[226800.] --- 249661.43512136542
[492975.] --- 538635.7080346304
[800100.] --- 647607.0614694024
[381780.] --- 404165.9379442955
[258300.] --- 265935.93016705697
[306180.] --- 298164.1423069031
[358785.] --- 322811.6051415332
[201600.] --- 273882.25782522344
[352800.] --- 313067.7945648392
[557865.] --- 578170.3232227461
[308700.] --- 334907.7578049004
[505260.] --- 622659.7759137083
[423990.] --- 438765.0285883279
[217350.] --- 247492.95848925822
[293265.] --- 336597.5445295673
[579600.] --- 614534.5318578255
[393750.] --- 376264.05418648926
[258300.] --- 301993.08429200115
[176400.] --- 206774.57920316784
[245700.] --- 190553.31676482386
[769860.] --- 525276.0702644004
[310590.] --- 265297.4949561074
[286650.] --- 254482.58396412656
[374850.] --- 440888.1426645949
[217350.] --- 224156.2429920661
[705600.] --- 591688.5056583175
[756000.] --- 500332.2095624318
[321300.] --- 295585.21490448056
[297360.] --- 323240.4048314642
[362250.] --- 330663.5119747553
[198450.] --- 220762.60443666822
[258300.] --- 243397.34350155137
[554400.] --- 438344.3888892098
[280350.] --- 286275.1679189506
[245700.] --- 249226.2644320788
[211050.] --- 315055.7009665007
[259875.] --- 261479.98700155123
[522900.] --- 583925.103122086
[409500.] --- 528382.2229777054
[450450.] --- 550184.7506295645
[787500.] --- 681843.7631832705
[371700.] --- 393987.32486557896
[264600.] --- 247431.46572138762
[441000.] --- 460498.03064690554
[245700.] --- 268226.105799421
[176400.] --- 203969.94316682432
[371700.] --- 469442.45384042326
[267750.] --- 228078.68982872483
[529200.] --- 566850.728450427
[532350.] --- 532880.1795193948
[494550.] --- 533200.6852181446
[352800.] --- 318637.35480288346
[216090.] --- 334167.65171338466
[362250.] --- 363688.28410932
[239400.] --- 228315.372669386
[535500.] --- 501084.22045136977
[338940.] --- 313437.8454309011
[330750.] --- 285835.0316273826
[302400.] --- 292229.00847188086
[708750.] --- 614683.2758812136
[484470.] --- 582131.6538054988
[349650.] --- 459389.60127108113
[384930.] --- 485856.31864132
[69300.] --- 141612.58931805778
[267750.] --- 407536.4310252595
[393750.] --- 397324.0637077109
[567000.] --- 570405.744543675
[478800.] --- 439558.26717679837
[195300.] --- 235263.0053561393
[447300.] --- 533004.7012903369
[326970.] --- 316828.6806085043
[275310.] --- 320210.23469263985
[459900.] --- 543367.0485117144
[122850.] --- 245766.2966846154
[289800.] --- 367934.62528702704
[289800.] --- 394364.7055128744
[289800.] --- 273252.7206468103
[299250.] --- 317891.05997844914
[217980.] --- 235332.38756194405
[551250.] --- 566443.2732717091
[337050.] --- 317745.1736001375
[215775.] --- 277533.7918757383
[418950.] --- 431802.43660785945
[276570.] --- 280238.76514714
[242550.] --- 258357.36543954106
[459900.] --- 536559.4208514114
[217350.] --- 213329.27038814887
[504000.] --- 677471.2832091501
[359730.] --- 314010.9709364621
[207270.] --- 195669.68756663444
[425250.] --- 427903.5893700568
[264600.] --- 337343.83196667617
[168840.] --- 209332.13608530647
[286650.] --- 284810.68011290405
[315000.] --- 295044.34034237807
[242550.] --- 259209.89713174425
[404460.] --- 406293.5715502127
[371700.] --- 384442.7249917266
[532350.] --- 633723.4609845597
[243810.] --- 276650.82728379517
[239400.] --- 224865.40468278245
[256410.] --- 278290.79040968866
[253260.] --- 271362.2754076957
[535500.] --- 563332.8396771296
[308070.] --- 296162.7301767358
[308070.] --- 305678.92800171487
[286650.] --- 281491.9755124609
[186480.] --- 199869.91727994484
[272160.] --- 245902.80396351893
[466200.] --- 432926.56457601103
[163800.] --- 213009.28516862402
[242550.] --- 218934.8494275664
[243180.] --- 292619.06824375014
[497700.] --- 456950.714687679
[122850.] --- 182474.21829152358
[414540.] --- 374749.205120117
[277200.] --- 289643.10384263325
[324450.] --- 332182.36414369533
[233100.] --- 220179.66345024115
[327600.] --- 353947.6104574085
[346500.] --- 347632.3529138232
[368550.] --- 366746.9261274341
[301770.] --- 375710.9870751002
[219870.] --- 233723.93914212292
[399420.] --- 348328.898589342
[374220.] --- 355192.2141053512
[198450.] --- 208136.57543870594
[351225.] --- 268336.3271135438
[342090.] --- 388297.83855888486
[327600.] --- 360039.37251243193
[475650.] --- 439628.3120854756
[504000.] --- 369413.3225709108
[296100.] --- 260434.73637301548
[447300.] --- 525641.137972077
[535500.] --- 520357.5394300553
[248850.] --- 258001.7206945666
[291690.] --- 333356.06334683875
[302400.] --- 412219.29988661216
[255150.] --- 282618.2225923978
[270900.] --- 262373.5806107081
[410760.] --- 377317.86256675655
[362250.] --- 340294.2694355929
[214200.] --- 245110.28652178796
[387450.] --- 307492.8053221949
[217350.] --- 228423.78812303024
[554400.] --- 564401.5281011254
[368550.] --- 365209.39300928643
[804510.] --- 655259.6055423832
[661500.] --- 664954.7448803547
[327600.] --- 304194.03457959753
[180810.] --- 184356.0550847661
[302400.] --- 268036.95268020744
[387450.] --- 336794.5158809106
[284760.] --- 359598.2353434631
[267750.] --- 266888.4945451538
[352800.] --- 346856.892003732
[541800.] --- 430395.5618432631
[415800.] --- 327895.5987660066
[200970.] --- 198830.16605844555
[787500.] --- 612033.0576414956
[346500.] --- 317790.31263722735
[349650.] --- 308563.16609908425
[245070.] --- 239080.9878557671
[733950.] --- 698795.5312116792
[460215.] --- 522236.9738142948
[279405.] --- 257982.17484844232
[333900.] --- 273822.2878262205
[154350.] --- 210065.09604290815
[116550.] --- 129080.64019252398
[381150.] --- 337428.62000114634
[507780.] --- 537814.2945940202
[209160.] --- 192629.91444701207
[270900.] --- 309309.2413840911
[371700.] --- 419419.52460654266
[522900.] --- 335322.65561228746
[499590.] --- 537216.3631374133
[393120.] --- 332364.2880205311
[236250.] --- 263437.4726894884
[327600.] --- 369565.31249575084
[513450.] --- 618667.5052324266
[163800.] --- 181562.4988911378
[481950.] --- 470646.5487480759
[453600.] --- 483677.0522148632
[144900.] --- 191925.29536906813
[404775.] --- 431424.20620336744
[305550.] --- 284727.7113134868
[275310.] --- 275744.5309463929
[355950.] --- 319209.4813623657
[264600.] --- 297578.64472006325
[233100.] --- 230962.79207763233
[245700.] --- 300069.9226558675
[355950.] --- 416467.3125245031
[418950.] --- 530214.1204365261
[308700.] --- 278648.059327905
[297360.] --- 307525.63516344817
[541170.] --- 531149.259787994
[170100.] --- 365622.48445979
[315000.] --- 294183.3559402226
[441000.] --- 501123.015244916
[652050.] --- 536220.5129313122
[189000.] --- 207542.74364586404
[311850.] --- 282007.41945709096
[267750.] --- 270783.510408075
[718200.] --- 592687.0843062397
[115920.] --- 228102.65919710844
[321300.] --- 341438.1285982238
[204750.] --- 292605.0218061163
[299250.] --- 279703.70766385633
[517860.] --- 574486.8136946392
[207900.] --- 212002.63167982144
[418950.] --- 344729.10119500884
[192780.] --- 207446.7697944168
[201600.] --- 245543.10983112294
[724500.] --- 648191.5918483234
[327600.] --- 289315.1131794184
[251370.] --- 254792.16980121747
[320040.] --- 363112.2605662848
[267750.] --- 255735.07664675967
[309960.] --- 204628.53559658164
[248850.] --- 329538.80110321834
[302400.] --- 271947.2649321273
[371700.] --- 320849.6762558186
[412650.] --- 409093.26008009515
[521640.] --- 429081.34358131373
[270270.] --- 244984.497900167
[787500.] --- 590557.2668586393
[365400.] --- 418267.3924795113
[252000.] --- 229791.56360616704
[355950.] --- 346343.58704881964
[333900.] --- 278898.83874566894
[507150.] --- 454058.9669894436
[319410.] --- 275916.6762217834
[222075.] --- 238026.89772330993
[252000.] --- 249035.0682374528
[204750.] --- 215398.10128914693
[330750.] --- 374567.48812912
[724500.] --- 646314.5583056086
[526050.] --- 529220.9610355678
[374850.] --- 508173.8687417952
[352800.] --- 317535.5183829854
[365400.] --- 383586.0240451017
[365400.] --- 403613.00731083995
[472500.] --- 415993.06108734495
[513450.] --- 451251.5065909009
[285075.] --- 228577.6936746923
[207900.] --- 233220.51688309116
[199710.] --- 189382.02130739848
[238140.] --- 263820.00912381493
[267750.] --- 307992.1374824075
[198450.] --- 239805.46436984307
[579600.] --- 593354.3741443851
[226170.] --- 268230.72726022446
[195300.] --- 248228.3419529147
[232155.] --- 266298.4773259845
[364140.] --- 344402.3483525125
[214200.] --- 200945.3895914558
[718200.] --- 571579.348119929
[292950.] --- 307579.80856261466
[309960.] --- 282872.3604798315
[270900.] --- 385005.72038661584
[264600.] --- 338038.2224530921
[346500.] --- 344988.93817807594
[378000.] --- 391292.37019737926
[286650.] --- 266231.1680433285
[264600.] --- 312755.5358034756
[277200.] --- 278321.93846233696
[526050.] --- 362221.84999544965
[500850.] --- 441224.7653567106
[189000.] --- 159251.71046991143
[468090.] --- 429063.8123577818
[110250.] --- 161169.1588723498
[160650.] --- 214697.86997999327
[422100.] --- 365456.2274346625
[248850.] --- 260037.65243274637
[544950.] --- 476338.34347876866
[299880.] --- 283312.7655613335
[289800.] --- 399545.0767607841
[315000.] --- 308345.045723226
[445095.] --- 366465.5036961363
[389025.] --- 332401.5370309602
[305550.] --- 324593.94239484734
[340200.] --- 351281.2738477116
[185850.] --- 212378.2035354406
[390600.] --- 317686.6110783005
[490140.] --- 530860.1676819763
[374850.] --- 346465.86319707154
[277200.] --- 250611.11269454073
[510300.] --- 623126.1745601248
[204750.] --- 198908.78221697084
[582750.] --- 685976.1998227811
[353430.] --- 364795.79928205156
[286650.] --- 308521.37903479097
[330750.] --- 379629.6947398195
[201600.] --- 223066.76472457
[315000.] --- 291406.4409257376
[224280.] --- 283018.11256089085
[284760.] --- 386188.04745011916
[596610.] --- 508125.04684772325
[176400.] --- 173775.38962536774
[430920.] --- 353340.1550322713
[725760.] --- 632665.9549002147
[447300.] --- 628661.0527929778
[201600.] --- 224391.89971111086
[236250.] --- 241916.16857502845
[544950.] --- 612234.0572119893
[245700.] --- 270402.74761388806
[422100.] --- 274392.2645298776
[425250.] --- 514898.2474931544
[359100.] --- 370884.4617594278
[188370.] --- 181299.01955873804
[371700.] --- 368711.52694021916
[182070.] --- 212921.19307010827
[116550.] --- 123976.72197792325
[214200.] --- 214422.40419836625
[282870.] --- 310717.86337420926
[262080.] --- 315188.6911195533
[211050.] --- 205531.2921004008
[359352.] --- 372852.4773794348
[255150.] --- 272499.83597173425
[541800.] --- 425322.25461764704
[430290.] --- 448769.5891264101
[447300.] --- 434335.7391766056
[450450.] --- 453424.5854978933
[292950.] --- 314082.16455788084
[214200.] --- 236613.71880587956
[308700.] --- 337236.1043048704
[579600.] --- 688812.7209941698
[238770.] --- 218288.1856453838
[296100.] --- 287365.41895268287
[272160.] --- 303935.62518989044
[217350.] --- 176628.74404794676
[353430.] --- 424511.26810555207
[327600.] --- 384226.9994722394
[535500.] --- 671139.5650963024
[141750.] --- 186843.13294659974
[229950.] --- 265423.935229187
[258300.] --- 301507.09391305625
[149625.] --- 178798.18953405868
[173250.] --- 180121.71129428473
[277200.] --- 306089.16132287023
[270900.] --- 292818.11591289454
[500850.] --- 502493.1350842653
[349650.] --- 411637.0565326859
[617400.] --- 577154.6196461208
[211050.] --- 245228.35467817643
[406350.] --- 349395.849233986
[296100.] --- 305970.92779279733
[189000.] --- 373970.04176609445
[264600.] --- 260634.46807405326
[207270.] --- 212350.40587103966
[210420.] --- 220166.61547962355
[617400.] --- 581027.40709476
[756000.] --- 657602.133339728
[529200.] --- 460466.57093921956
[696150.] --- 728995.6163715963
[179550.] --- 165637.95953443687
[289800.] --- 305452.32395268755
[362250.] --- 315839.114072716
[327600.] --- 320722.4564834563
[617400.] --- 638906.7195061613
[378000.] --- 371879.97161465767
[604800.] --- 514012.7905525387
[187740.] --- 228006.50656739873
[214200.] --- 208767.4031028806
[333900.] --- 290433.10771087033
[606060.] --- 584104.8947253305
[365400.] --- 320121.71488442336
[217350.] --- 189789.54682576816
[456750.] --- 365266.92059306713
[88200.] --- 281356.61035065184
[592200.] --- 636745.7581557947
[365400.] --- 370430.6602684104
[346500.] --- 364299.4798208723
[245700.] --- 225813.55675605292
[787500.] --- 625078.5793984255
[305550.] --- 417507.18158939807
[190260.] --- 234219.30122763646
[374850.] --- 389751.829619292
[258930.] --- 255100.9335281698
[299250.] --- 317282.32833098766
[220500.] --- 245438.39338221157
[778050.] --- 557254.7053486288
[157500.] --- 198799.20554075562
[132300.] --- 133350.74995724167
[242550.] --- 232319.36925437028
[292320.] --- 346045.2882848683
[327600.] --- 337223.45729734725
[264600.] --- 301201.86728751875
[182700.] --- 224062.6093091632
[254520.] --- 235359.98904853864
[428400.] --- 590993.6969478236
[355950.] --- 368935.7815887562
[371700.] --- 356978.9777991035
[248850.] --- 237233.8489872353
[279090.] --- 229530.7286607086
[787500.] --- 526053.6950753847
[244125.] --- 253634.76129987827
[201600.] --- 200451.8717123055
[308700.] --- 280565.2723505979
[359100.] --- 371048.04323299375
[371700.] --- 448233.5558545147
[418950.] --- 500084.8388480853
[238770.] --- 264506.1135828029
[589050.] --- 552135.8338775467
[355950.] --- 348435.68130904704
[478800.] --- 180237.46675791152
[226800.] --- 240145.62669810784
[579600.] --- 536925.0229127241
[200970.] --- 285019.67300252465
[639450.] --- 594164.0028866017
[286650.] --- 285859.0269904812
[708750.] --- 633386.1901436462
[582750.] --- 566081.9073829317
[431550.] --- 370123.11140973185
[289800.] --- 307530.0312070038
[378000.] --- 393180.3749147311
[255150.] --- 271947.01884321345
[239400.] --- 198306.44127268344
[265860.] --- 277859.46699253994
[604800.] --- 591601.9854034133
[334530.] --- 293545.8857300231
[428400.] --- 390678.2589635336
[344610.] --- 319593.9814251361
[229950.] --- 211217.77327056366
[157500.] --- 176298.05860107663
[211050.] --- 190329.5799911581
[218610.] --- 199180.35398307725
[189000.] --- 203323.15662213255
[211050.] --- 213779.06490982618
[267750.] --- 293115.2851475466
[390600.] --- 363076.60196055385
[223020.] --- 208636.83131935017
[409500.] --- 425684.735796937
[296100.] --- 287347.00021877605
[478800.] --- 603291.1840640227
[803250.] --- 718886.8663060428
[245700.] --- 359491.2551785514
[302400.] --- 270777.04047499207
[154350.] --- 128971.97593844373
[330750.] --- 336630.6198840171
[277200.] --- 370701.88537596766
[803250.] --- 668657.7992504456
[201600.] --- 232566.11453826723
[469350.] --- 433603.8605297285
[226800.] --- 262738.1289115748
[409500.] --- 347608.0581216114
[189000.] --- 231191.10820764946
[667800.] --- 576000.3976844664
[198450.] --- 220919.86492254387
[279090.] --- 306212.24755251006
[262710.] --- 232575.47391048944
[216720.] --- 223417.21879629255
[259875.] --- 343757.7921446571
[349020.] --- 340308.6917832845
[252000.] --- 199168.74416408016
[277200.] --- 248852.96933915836
[189000.] --- 208502.08204298
[94500.] --- 227494.21438821036
[403200.] --- 544221.0834576207
[626850.] --- 547691.348024074
[264600.] --- 234461.88992057415
[333900.] --- 279549.8650280713
[305550.] --- 291649.19783938635
[491400.] --- 484338.3198826714
[481950.] --- 629312.0561580026
[302400.] --- 386889.82664771826
[390600.] --- 366531.98711807374
[239400.] --- 212343.6798926361
[315000.] --- 348526.4797053777
[204750.] --- 191564.11170159423
[258300.] --- 238323.01300366633
[136710.] --- 167719.02072770117
[351540.] --- 337580.02244148735
[507150.] --- 472202.89367285866
[270900.] --- 292690.73861474707
[299565.] --- 309049.67882197216
[236250.] --- 297585.8146411843
[611100.] --- 603979.7740519801
[272790.] --- 315408.41869847284
[372960.] --- 322199.55893717665
[724500.] --- 653612.6740038923
[329175.] --- 309346.254286323
[182700.] --- 188672.53249294814
[245700.] --- 261874.45667752126
[768600.] --- 562385.7258281192
[330750.] --- 346369.3476968136
[204750.] --- 226288.80109753355
[306495.] --- 363146.0684288445
[303030.] --- 302665.9034001632
[308700.] --- 306995.660150992
[461475.] --- 452575.2812637776
[667800.] --- 626563.4427838986
[305550.] --- 325918.90057906124
[169470.] --- 205025.33023645278
[626850.] --- 633819.484938937
[337050.] --- 245144.03344921677
[170100.] --- 167030.8183710743
[220500.] --- 231704.7780907249
[226800.] --- 253721.03266908118
[330750.] --- 317807.85050753044
[724500.] --- 684040.5211163941
[302400.] --- 324231.68052435655
[406350.] --- 361954.9042331219
[315000.] --- 499800.4978886693
[194040.] --- 171872.67768826656
[598500.] --- 606705.4170288793
[346500.] --- 340089.2352706511
[85050.] --- 257226.03006558842
[510300.] --- 525576.3089576176
[220500.] --- 180486.66869729754
[371700.] --- 299233.51140467287
[346500.] --- 385826.9790097134
[693000.] --- 587234.7844184451
[352800.] --- 492538.39016704954
[184275.] --- 181842.68308431274
[211050.] --- 198783.70821265384
[305550.] --- 328523.9472419157
[284899.86] --- 274128.385853761
[315000.] --- 387919.90823696787
[321300.] --- 400376.21142119745
[494550.] --- 334911.1541631628
[352800.] --- 412150.144159938
[771750.] --- 612022.8735106303
[415800.] --- 476354.38407386054
[343350.] --- 328224.4889436457
[327600.] --- 322963.27861565386
[409500.] --- 459879.72836809343
[504000.] --- 375575.5230690445
[369810.] --- 375482.3636282947
[289800.] --- 434098.6481701384
[122850.] --- 156696.77943082334
[384300.] --- 409262.92885522527
[186480.] --- 226606.68374622872
[636300.] --- 630906.3283161031
[220500.] --- 234009.30013743707
[224910.] --- 187722.59244901093
[252000.] --- 245373.62711355046
[444150.] --- 429515.5137963865
[333900.] --- 326911.86296219664
[242550.] --- 291338.55010802764
[318150.] --- 482832.06090967
[315000.] --- 349069.48786756437
[170100.] --- 213757.3280408222
[441000.] --- 405276.4869932086
[341460.] --- 306400.0951164742
[337050.] --- 293614.03686843143
[807660.] --- 616552.4908899311
[516600.] --- 576027.7025275368
[343980.] --- 323095.60861624905
[314370.] --- 337248.68674652866
[192150.] --- 182641.07834409963
[473130.] --- 511252.6248074901
[277200.] --- 358554.552071626
[368550.] --- 315496.8380931714
[207900.] --- 212151.25845067162
[217350.] --- 270400.1326797778
[414540.] --- 353203.2055545558
[412650.] --- 417335.30289229815
[756000.] --- 633530.5724693225
[264600.] --- 294442.4016745113
[277200.] --- 242081.9710284323
[759150.] --- 697895.5242076002
[614250.] --- 638516.7634997993
[186480.] --- 226271.78230534916
[311850.] --- 281012.767
[142191.] --- 224881.73217135
[346500.] --- 449180.15460682876
[239400.] --- 246661.52620086228
[286650.] --- 287770.4271939325
[343980.] --- 344133.2889923458
[790650.] --- 609985.4450454545
[214200.] --- 239201.27106721766
[529200.] --- 425649.96507964033
[261450.] --- 309482.67277724965
[674100.] --- 483624.61012172996
[182700.] --- 215543.77159553242
[270900.] --- 294590.3105476819
[282870.] --- 298878.21903020685
[245070.] --- 282141.843191121
[409500.] --- 328304.7279254748
[579600.] --- 686308.9318217847
[538713.] --- 608333.0603389355
[371700.] --- 341235.17311354406
[541800.] --- 468621.25897956424
[270900.] --- 535887.9502173054
[255150.] --- 250263.21766716216
[302400.] --- 327900.75808386307
[244125.] --- 287882.67113981594
[475650.] --- 527409.6524660019
[267750.] --- 218742.28025793462
[337050.] --- 287545.9342219603
[585900.] --- 444640.74290691566
[234360.] --- 317538.085030871
[516285.] --- 585241.6802491853
[302400.] --- 290496.506742517
[333900.] --- 333286.2882709546
[226800.] --- 312608.52721962845
[598500.] --- 569894.3448440537
[212310.] --- 214451.63251368405
[412650.] --- 344587.4146967568
[787500.] --- 583997.1583455984
[371700.] --- 364419.3509170543
[211050.] --- 224074.7710431905
[352800.] --- 338759.95776404365
[392175.] --- 344181.28546867747
[387450.] --- 431869.43500750617
[270900.] --- 269625.2837569896
[270900.] --- 221982.26677368578
[242550.] --- 297892.1115336908
[289800.] --- 274357.56956907583
[289800.] --- 309618.7078522394
[314999.37] --- 263389.5513807673
[291060.] --- 267584.18649960565
[302400.] --- 243626.73714221502
[340200.] --- 296352.8038333846
[428400.] --- 391967.8384352641
[774900.] --- 629690.7764607328
[604800.] --- 648883.9100207501
[223650.] --- 299574.76690243604
[223650.] --- 333221.50303286477
[541800.] --- 610220.4792172412
[333585.] --- 310432.61904301855
[375165.] --- 304583.60922076274
[283500.] --- 237057.2693033941
[189000.] --- 186943.71950104853
[321300.] --- 270026.4892824365
[397530.] --- 499083.16070893494
[182700.] --- 183612.73500282044
[371700.] --- 300240.4528668691
[396270.] --- 265585.13163621293
[617400.] --- 625268.8488406732
[252000.] --- 255483.1967682735
[283500.] --- 229164.54286636272
[368550.] --- 333069.0678870283
[355950.] --- 369839.8494339882
[264600.] --- 239432.9107651548
[472500.] --- 477666.6369057568
[277830.] --- 306080.33028265176
[337050.] --- 335408.2312392578
[299250.] --- 316639.23726738157
[567000.] --- 441438.569237975
[418950.] --- 491213.5802752768
[233100.] --- 265618.30509760306
[774900.] --- 628091.2821183325
[305550.] --- 294801.7545611248
[231840.] --- 246070.6467376523
[337050.] --- 425065.8850584228
[390600.] --- 406217.86263683165
[239400.] --- 230227.24436054754
[532350.] --- 433302.44233606965
[315630.] --- 350917.3799226598
[248850.] --- 326540.0903528797
[387450.] --- 345976.7395454584
[347130.] --- 386085.6593528984
[335475.] --- 317155.66951183707
[384300.] --- 434653.78478855354
[88263.] --- 130983.5840640588
[129150.] --- 132092.16420941794
[366975.] --- 360452.6493814241
[447300.] --- 331085.634521057
[269010.] --- 360599.5795569001
[551250.] --- 368537.33654333587
[289800.] --- 320521.90184490767
[403200.] --- 685262.5813902692
[156240.] --- 161427.19418018876
[756000.] --- 727964.7792319716
[255150.] --- 321692.0226526966
[296100.] --- 263638.36202849867
[387450.] --- 346970.448535024
[162540.] --- 194548.95715634798
[185850.] --- 158663.28531304508
[352800.] --- 444131.5312666995
[321300.] --- 333295.42832309776
[346500.] --- 321027.39536194777
[444150.] --- 363685.14130396984
[607950.] --- 619465.3328455007
[252000.] --- 202095.63875133486
[226800.] --- 299564.8458029421
[315000.] --- 317674.3238962501
[264600.] --- 237153.2731376968
[332010.] --- 366851.40178082493
[328860.] --- 290813.2442016369
[327600.] --- 316932.2384538066
[327600.] --- 339204.90528904926
[324450.] --- 265582.666973832
[473760.] --- 495394.4144389096
[184905.] --- 172968.96764424752
[251370.] --- 277953.5660531137
